what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433865978059
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433865983712
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433865986142
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433865995468
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1433865995468
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433865996628
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1433865997418
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1433865998928
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1433866004758
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1433866005868
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433866011068
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866013138
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866013378
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433866014088
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866015378
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866017660
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433866018090
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866020011
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1433866097419
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866100518
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433866153029
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866156750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866158047
error,log,,,"SOPC design not set.",1433866158093
error,log,,,"CPU module not set.",1433866158098
