what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1433865716419
error,log,,,"CPU module not set.",1433865716429
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433865716439
error,log,,,"CPU architecture type not set. ",1433865716449
error,log,,,"CPU master group not set.",1433865716459
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433865717580
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433865719992
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433865725935
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433865766977
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1433865768398
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1433865769408
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1433865783220
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433865785980
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433865787730
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433865789990
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433865864942
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1433865866462
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433865898465
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433865922082
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433865922290
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433865924113
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433865926087
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433865928500
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433865929657
error,log,,,"SOPC design not set.",1433865929698
