what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433866313565
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866313582
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433866313598
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433866320436
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1433866322048
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1433866322504
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866325176
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866342694
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433866342711
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433866345189
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1433866360029
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433866361798
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866363502
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866365092
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866365136
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866365420
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433866366694
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433866369774
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866372479
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866447065
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1433866448456
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866448781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866451404
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433866488106
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433866507511
