what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1433860257130
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1433860257150
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1433860257160
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860258240
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860318657
error,log,,,"SOPC design not set.",1433860320097
error,log,,,"CPU module not set.",1433860320107
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433860320107
error,log,,,"CPU architecture type not set. ",1433860320117
error,log,,,"CPU master group not set.",1433860320117
error,log,,,"SOPC design not set.",1433860320127
error,log,,,"CPU module not set.",1433860320137
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433860320137
error,log,,,"CPU architecture type not set. ",1433860320147
error,log,,,"CPU master group not set.",1433860320147
error,log,,,"SOPC design not set.",1433860320197
error,log,,,"CPU module not set.",1433860320197
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433860320207
error,log,,,"CPU architecture type not set. ",1433860320207
error,log,,,"CPU master group not set.",1433860320217
error,log,,,"Connected system ID hash not found on target at expected base address.",1433860320227
error,log,,,"Connected system timestamp not found on target at expected base address.",1433860320227
error,log,,,"SOPC design not set.",1433860320237
error,log,,,"CPU module not set.",1433860320237
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433860320247
