what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1433860320857
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433860320857
error,log,,,"CPU architecture type not set. ",1433860320877
error,log,,,"CPU master group not set.",1433860320877
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1433860320907
started,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1433860320917
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860380530
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860381480
error,log,,,"SOPC design not set.",1433860381520
error,log,,,"CPU module not set.",1433860381530
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433860381550
error,log,,,"CPU architecture type not set. ",1433860381550
error,log,,,"CPU master group not set.",1433860381570
error,log,,,"SOPC design not set.",1433860381650
error,log,,,"CPU module not set.",1433860381660
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433860381660
error,log,,,"CPU architecture type not set. ",1433860381670
error,log,,,"CPU master group not set.",1433860381670
opened,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433860383000
error,log,,,"sun.awt.X11.XlibWrapper",1433860383240
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1433860383340
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1433860383350
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433860428277
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860429807
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860463076
