what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1433863185167
error,log,,,"CPU module not set.",1433863185177
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433863185177
error,log,,,"CPU architecture type not set. ",1433863185187
error,log,,,"CPU master group not set.",1433863185187
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1433863185197
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433863247369
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433863248489
error,log,,,"SOPC design not set.",1433863248529
error,log,,,"CPU module not set.",1433863248539
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433863248579
error,log,,,"CPU architecture type not set. ",1433863248589
error,log,,,"CPU master group not set.",1433863248589
error,log,,,"SOPC design not set.",1433863248639
error,log,,,"CPU module not set.",1433863248649
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433863248649
error,log,,,"CPU architecture type not set. ",1433863248659
error,log,,,"CPU master group not set.",1433863248659
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433863248739
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433863252021
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433863258186
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433863323473
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433863324583
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1433863343002
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1433863360232
