what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1433860178734
java.vm.specification.version,sysinfo,,,"1.0",1433860178734
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1433860178734
java.vm.version,sysinfo,,,"14.0-b16",1433860178734
started,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1433860178824
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1433860181304
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1433860181334
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433860183304
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1433860183724
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860185314
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860185814
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1433860187754
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860188014
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860204874
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1433860204884
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433860208224
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433860208274
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433860222874
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860225905
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860241560
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860243750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860250240
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860250290
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433860254040
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433860255660
