what,kind,bundleId,bundleVersion,description,time
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437609420
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1431437611489
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1431437611529
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1431437620454
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1431437620487
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1431437620497
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1431437621962
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1431437623389
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1431437623420
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1431437623430
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1431437625045
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1431437626229
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1431437628555
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1431437669932
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437723374
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437723384
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437723490
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437723491
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437723601
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437723611
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437723715
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437723725
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437723831
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437723841
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437723941
